"date","site","treatment","subplot","plotsize","obsstart","obsend","cloudcover","temp","windmax","windavg","relhum","visittime","visitor_family","visitor_nomenclature","visitor_collected_id","plant_sp","collected_yn","visitornumber","flowervisitnumber"
2020-08-25,"Trough","Control","D",2,09:07:00,09:22:00,0,66.5,4.7,0.7,36.5,09:07:00,"Muscidae","Diptera.sp","Thricops.spA","Ligusticum_tenuifolium",0,1958,1
2020-08-25,"Trough","Control","B",2,09:31:00,09:46:00,0,65.3,5.9,1.1,38.4,09:32:00,"Muscidae","Diptera.sp","Thricops.spA","Ligusticum_tenuifolium",0,1978,1
2020-07-06,"EastKnoll","Control","B",2,09:58:00,10:13:00,0,65.8,5.2,2.9,28.5,10:02:00,"Muscidae","Diptera.sp","Thricops.spB","Potentilla_diversifolia",1,437,1
2020-07-20,"Trough","Control","B",2,09:06:00,09:21:00,0,59.3,12.1,2.1,33.9,09:13:00,"Muscidae","Diptera.sp","Thricops.spB","Saxifraga_rhomboidea",0,1024,1
2020-07-20,"Audubon","Early","D",2,11:57:00,12:12:00,0,64.3,15.6,1.7,25,12:06:00,"Muscidae","Diptera.sp","Thricops.spB","Bistorta_bistortoides",1,1092,1
2020-08-07,"Trough","Early","B",2,11:10:00,11:25:00,0,64.3,6.9,1.4,25.5,11:11:00,"Muscidae","Diptera.sp","Thricops.spB","Geum_rossii",0,1491,1
2020-08-12,"Trough","Early","C",2,13:29:00,13:44:00,0,78.2,4.9,0.7,27.4,13:29:00,"Muscidae","Diptera.sp","Thricops.spB","Ligusticum_tenuifolium",1,1548,1
2020-08-18,"Trough","Early","C",2,09:17:00,09:32:00,0,70.6,2.1,0.7,30.5,09:29:00,"Torymidae","Torymidae.sp","Torymidae.sp","Ligusticum_tenuifolium",1,1743,1
2020-08-12,"Trough","Early","A",2,14:14:00,14:29:00,50,73.6,7.8,1.3,32.1,14:15:00,"Bombyliidae","Bombyliidae.sp","Villa.fulviana","Erigeron_glacialis",0,1573,1
2020-08-15,"Trough","Early","A",2,13:19:00,13:34:00,0,73.6,6.4,1,17.3,13:32:00,"Bombyliidae","Bombyliidae.sp","Villa.fulviana","Erigeron_glacialis",1,1670,1
2020-08-15,"Trough","Early","A",2,13:19:00,13:34:00,0,73.6,6.4,1,17.3,13:27:00,"Conopidae","Zodion.sp","Zodion.sp","Erigeron_melanocephalus",1,1667,1
2020-06-15,"EastKnoll","Early","B",1,14:04:00,14:20:00,0,65.2,10.6,2.4,22.2,14:02:00,"Acrididae","Acrididae.sp",NA,"Geum_rossii",0,18,1
2020-06-15,"EastKnoll","Early","B",1,14:04:00,14:20:00,0,65.2,10.6,2.4,22.2,14:17:00,"Acrididae","Acrididae.sp",NA,"Oreoxis_alpina",0,21,1
2020-07-02,"EastKnoll","Control","B",2,10:08:00,10:23:00,0,59.8,5.7,4,27.9,10:21:00,"Acrididae","Acrididae.sp",NA,"Trifolium_dasyphyllum",0,266,1
2020-07-02,"EastKnoll","Control","D",2,10:41:00,10:56:00,0,62,5,2.7,27.7,10:50:00,"Apidae","Anthophora.sp",NA,"Erigeron_sp",0,275,1
2020-07-10,"Lefty","Control","A",2,09:05:00,09:20:00,0,63.8,8.7,3.6,22.1,09:10:00,"Apidae","Anthophora.sp",NA,"Mertensia_lanceolata",0,613,1
2020-07-10,"Lefty","Control","A",2,09:05:00,09:20:00,0,63.8,8.7,3.6,22.1,09:10:00,"Apidae","Anthophora.sp",NA,"Mertensia_lanceolata",0,613,2
2020-08-18,"Trough","Control","D",2,09:36:00,09:51:00,20,73.4,4.7,0.7,26.7,09:42:00,"Apidae","Anthophora.sp",NA,"Agoseris_glauca",0,1750,1
2020-08-18,"Audubon","Control","B",2,12:47:00,12:52:00,100,65.4,4.2,1.2,28,12:50:00,"Bedelliidae","Bedellia.sp",NA,"Campanula_rotundifolia",0,1818,1
2020-08-18,"Audubon","Control","B",2,13:07:00,13:17:00,35.17,71.7,7.3,1.8,22.2,12:50:00,"Bedelliidae","Bedellia.sp",NA,"Campanula_rotundifolia",0,1819,1
2020-08-18,"Audubon","Control","B",2,13:07:00,13:17:00,35.17,71.7,7.3,1.8,22.2,12:50:00,"Bedelliidae","Bedellia.sp",NA,"Campanula_rotundifolia",0,1820,1
2020-08-18,"Audubon","Control","B",2,12:47:00,12:52:00,100,65.4,4.2,1.2,28,12:50:00,"Bedelliidae","Bedellia.sp",NA,"Campanula_rotundifolia",1,1821,1
2020-08-18,"Audubon","Control","B",2,13:07:00,13:17:00,35.17,71.7,7.3,1.8,22.2,12:50:00,"Bedelliidae","Bedellia.sp",NA,"Campanula_rotundifolia",1,1822,1
2020-08-18,"Audubon","Control","B",2,12:47:00,12:52:00,100,65.4,4.2,1.2,28,13:12:00,"Bedelliidae","Bedellia.sp",NA,"Campanula_rotundifolia",0,1823,1
2020-08-18,"Audubon","Control","B",2,13:07:00,13:17:00,35.17,71.7,7.3,1.8,22.2,13:12:00,"Bedelliidae","Bedellia.sp",NA,"Campanula_rotundifolia",0,1824,1
2020-08-18,"Audubon","Control","B",2,12:47:00,12:52:00,100,65.4,4.2,1.2,28,13:13:00,"Bedelliidae","Bedellia.sp",NA,"Campanula_rotundifolia",0,1825,1
2020-08-18,"Audubon","Control","B",2,12:47:00,12:52:00,100,65.4,4.2,1.2,28,13:13:00,"Bedelliidae","Bedellia.sp",NA,"Campanula_rotundifolia",0,1826,1
2020-08-18,"Audubon","Control","B",2,13:07:00,13:17:00,35.17,71.7,7.3,1.8,22.2,13:13:00,"Bedelliidae","Bedellia.sp",NA,"Campanula_rotundifolia",0,1827,1
2020-08-18,"Audubon","Control","B",2,13:07:00,13:17:00,35.17,71.7,7.3,1.8,22.2,13:13:00,"Bedelliidae","Bedellia.sp",NA,"Campanula_rotundifolia",0,1828,1
2020-08-18,"Audubon","Control","B",2,12:47:00,12:52:00,100,65.4,4.2,1.2,28,13:15:00,"Bedelliidae","Bedellia.sp",NA,"Campanula_rotundifolia",0,1829,1
2020-08-18,"Audubon","Control","B",2,13:07:00,13:17:00,35.17,71.7,7.3,1.8,22.2,13:15:00,"Bedelliidae","Bedellia.sp",NA,"Campanula_rotundifolia",0,1830,1
2020-07-11,"Audubon","Early","A",2,11:38:00,11:53:00,0,73.3,12.3,3.7,21.8,11:43:00,"Apidae","Bombus.sp",NA,"Mertensia_lanceolata",0,740,1
2020-07-18,"Lefty","Control","C",2,10:23:00,10:38:00,0,64.5,10.9,5,38.4,10:28:00,"Apidae","Bombus.sp",NA,"Pedicularis_parryi",0,987,1
2020-07-30,"Lefty","Early","A",2,13:54:00,14:04:00,90,62.1,14.5,3.8,42,14:03:00,"Apidae","Bombus.sp",NA,"Solidago_simplex",0,1290,1
2020-07-30,"Lefty","Early","A",2,13:54:00,14:04:00,90,62.1,14.5,3.8,42,14:03:00,"Apidae","Bombus.sp",NA,"Solidago_simplex",0,1290,2
2020-07-30,"Lefty","Early","A",2,13:54:00,14:04:00,90,62.1,14.5,3.8,42,14:03:00,"Apidae","Bombus.sp",NA,"Solidago_simplex",0,1290,3
2020-08-03,"Lefty","Early","A",2,09:00:00,09:15:00,0,70.2,2,0,29,09:04:00,"Apidae","Bombus.sp",NA,"Campanula_rotundifolia",0,1295,1
2020-08-03,"Lefty","Early","A",2,09:00:00,09:15:00,0,70.2,2,0,29,09:04:00,"Apidae","Bombus.sp",NA,"Campanula_rotundifolia",0,1295,2
2020-08-06,"Lefty","Early","D",2,11:48:00,12:01:00,7.69,75,4.1,1,30.2,12:00:00,"Apidae","Bombus.sp",NA,"Campanula_rotundifolia",0,1436,1
2020-08-11,"Lefty","Control","B",2,11:42:00,11:57:00,0,69.7,7.8,5.9,21,11:54:00,"Apidae","Bombus.sp",NA,"Campanula_rotundifolia",0,1535,1
2020-08-11,"Lefty","Control","B",2,11:42:00,11:57:00,0,69.7,7.8,5.9,21,11:54:00,"Apidae","Bombus.sp",NA,"Campanula_rotundifolia",0,1535,2
2020-08-11,"Lefty","Control","B",2,11:42:00,11:57:00,0,69.7,7.8,5.9,21,11:54:00,"Apidae","Bombus.sp",NA,"Campanula_rotundifolia",0,1535,3
2020-08-18,"Trough","Control","D",2,09:36:00,09:51:00,20,73.4,4.7,0.7,26.7,09:47:00,"Apidae","Bombus.sp",NA,"Agoseris_glauca",0,1758,1
2020-07-14,"EastKnoll","Control","E",2,11:10:00,11:25:00,0,65.9,16.8,8.6,40.5,11:15:00,"Bombyliidae","Bombyliidae.sp",NA,"Minuartia_obtusiloba",0,839,1
2020-08-03,"Trough","Early","A",2,12:53:00,13:08:00,46.67,76.1,1.4,0,35.1,13:04:00,"Bombyliidae","Bombyliidae.sp",NA,"Geum_rossii",0,1333,1
2020-08-15,"Trough","Control","D",2,13:04:00,13:19:00,0,76.7,4.1,0.9,27.4,13:17:00,"Bombyliidae","Bombyliidae.sp",NA,"Erigeron_glacialis",0,1665,1
2020-08-15,"Trough","Early","A",2,13:19:00,13:34:00,0,73.6,6.4,1,17.3,13:30:00,"Bombyliidae","Bombyliidae.sp",NA,"Erigeron_glacialis",0,1668,1
2020-07-06,"EastKnoll","Control","B",2,09:58:00,10:13:00,0,65.8,5.2,2.9,28.5,10:01:00,"Cerambycidae","Brachysomida.atra",NA,"Potentilla_diversifolia",1,436,1
2020-07-06,"EastKnoll","Control","B",2,09:58:00,10:13:00,0,65.8,5.2,2.9,28.5,10:11:00,"Cerambycidae","Brachysomida.atra",NA,"Minuartia_obtusiloba",0,439,1
2020-07-06,"EastKnoll","Control","B",2,09:58:00,10:13:00,0,65.8,5.2,2.9,28.5,10:11:00,"Cerambycidae","Brachysomida.atra",NA,"Minuartia_obtusiloba",0,440,1
2020-07-08,"Audubon","Early","D",2,11:53:00,12:08:00,0,68.4,16.7,10.2,23.7,12:07:00,"Cerambycidae","Brachysomida.atra",NA,"Geum_rossii",0,557,1
2020-07-18,"Lefty","Early","D",2,11:43:00,11:58:00,0,69.8,9.6,6.9,34.1,11:44:00,"Cerambycidae","Brachysomida.atra",NA,"Minuartia_obtusiloba",0,1008,1
2020-06-23,"Audubon","Early","D",1,10:54:00,11:09:00,0,63.3,2.6,0.9,37.2,11:07:00,"Braconidae","Braconidae.sp",NA,"Geum_rossii",0,48,1
2020-06-23,"Audubon","Early","E",1,11:29:00,11:44:00,0,67.7,3.2,0.9,39.5,11:35:00,"Braconidae","Braconidae.sp",NA,"Ranunculus_adonis",0,54,1
2020-06-23,"Audubon","Early","E",1,11:29:00,11:44:00,0,67.7,3.2,0.9,39.5,11:37:00,"Braconidae","Braconidae.sp",NA,"Ranunculus_adonis",0,55,1
2020-06-23,"Audubon","Early","E",1,11:29:00,11:44:00,0,67.7,3.2,0.9,39.5,11:37:00,"Braconidae","Braconidae.sp",NA,"Ranunculus_adonis",0,56,1
2020-06-29,"EastKnoll","Control","B",2,14:00:00,14:15:00,40,72.8,5,2.5,30.2,14:04:00,"Braconidae","Braconidae.sp",NA,"Tetraneuris_acaulis",0,181,1
2020-07-02,"EastKnoll","Early","A",2,11:48:00,12:03:00,0,64.4,8.2,5.2,27.3,11:48:00,"Braconidae","Braconidae.sp",NA,"Geum_rossii",0,276,1
2020-07-06,"EastKnoll","Control","B",2,09:58:00,10:13:00,0,65.8,5.2,2.9,28.5,10:04:00,"Braconidae","Braconidae.sp",NA,"Arenaria_fendleri",0,438,1
2020-07-06,"EastKnoll","Early","C",2,11:09:00,11:24:00,5,66.6,1.9,0.9,28,11:12:00,"Braconidae","Braconidae.sp",NA,"Geum_rossii",0,458,1
2020-07-09,"EastKnoll","Control","E",2,11:26:00,11:41:00,50,69.1,9,2.9,21.1,11:33:00,"Braconidae","Braconidae.sp",NA,"Arenaria_fendleri",0,598,1
2020-07-09,"EastKnoll","Control","E",2,11:26:00,11:41:00,50,69.1,9,2.9,21.1,11:39:00,"Braconidae","Braconidae.sp",NA,"Arenaria_fendleri",0,600,1
2020-07-15,"Audubon","Early","A",2,10:13:00,10:28:00,0,60.6,6.9,0.8,43,10:20:00,"Braconidae","Braconidae.sp",NA,"Potentilla_diversifolia",0,852,1
2020-07-15,"Audubon","Early","E",2,11:04:00,11:19:00,0,65,5.6,1.2,44.3,11:16:00,"Braconidae","Braconidae.sp",NA,"Geum_rossii",0,870,1
2020-07-17,"EastKnoll","Control","E",2,10:24:00,10:39:00,0,61.9,9,5.2,41.5,10:24:00,"Braconidae","Braconidae.sp",NA,"Arenaria_fendleri",0,923,1
2020-07-18,"Lefty","Control","B",2,10:07:00,10:22:00,0,67.5,6.2,1,38.3,10:20:00,"Braconidae","Braconidae.sp",NA,"Pedicularis_parryi",0,985,1
2020-07-18,"Lefty","Early","A",2,12:15:00,12:30:00,0,75.4,9,3.9,31.8,12:26:00,"Braconidae","Braconidae.sp",NA,"Arenaria_fendleri",0,1015,1
2020-07-18,"Lefty","Early","A",2,12:15:00,12:30:00,0,75.4,9,3.9,31.8,12:26:00,"Braconidae","Braconidae.sp",NA,"Arenaria_fendleri",0,1016,1
2020-08-04,"Audubon","Control","D",2,10:06:00,10:21:00,0,61.5,8,1.8,38.2,10:14:00,"Braconidae","Braconidae.sp",NA,"Arenaria_fendleri",0,1374,1
2020-08-11,"Lefty","Control","E",2,10:55:00,11:10:00,0,69.9,8.1,1.9,20.5,11:02:00,"Braconidae","Braconidae.sp",NA,"Geum_rossii",0,1525,1
2020-08-12,"Trough","Early","C",2,13:29:00,13:44:00,0,78.2,4.9,0.7,27.4,13:32:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",0,1551,1
2020-08-12,"Trough","Early","C",2,13:29:00,13:44:00,0,78.2,4.9,0.7,27.4,13:32:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",1,1552,1
2020-08-14,"Lefty","Control","B",2,10:38:00,10:53:00,0,66.7,7.7,2,18.9,10:46:00,"Braconidae","Braconidae.sp",NA,"Solidago_simplex",0,1584,1
2020-08-15,"Trough","Control","C",2,12:04:00,12:19:00,0,71.1,10.7,1.2,29.7,12:12:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",0,1634,1
2020-08-17,"Lefty","Control","D",2,10:58:00,11:13:00,0,72.4,6.5,0.9,20.3,11:10:00,"Braconidae","Braconidae.sp",NA,"Solidago_simplex",0,1717,1
2020-08-17,"Lefty","Control","D",2,10:58:00,11:13:00,0,72.4,6.5,0.9,20.3,11:10:00,"Braconidae","Braconidae.sp",NA,"Solidago_simplex",0,1718,1
2020-08-18,"Trough","Early","C",2,09:17:00,09:32:00,0,70.6,2.1,0.7,30.5,09:22:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",1,1741,1
2020-08-18,"Trough","Early","C",2,09:17:00,09:32:00,0,70.6,2.1,0.7,30.5,09:29:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",0,1744,1
2020-08-18,"Trough","Control","D",2,09:36:00,09:51:00,20,73.4,4.7,0.7,26.7,09:42:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",0,1753,1
2020-08-18,"Trough","Early","D",2,11:03:00,11:18:00,40,70.6,5.7,2,29.3,11:07:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",0,1800,1
2020-08-18,"Trough","Early","D",2,11:03:00,11:18:00,40,70.6,5.7,2,29.3,11:09:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",0,1807,1
2020-08-21,"Lefty","Control","F",2,11:44:00,11:59:00,0,71.5,9,1.9,27.8,11:50:00,"Braconidae","Braconidae.sp",NA,"Geum_rossii",0,1844,1
2020-08-22,"Trough","Control","B",2,10:12:00,10:27:00,0,69,3.1,1,28.6,10:14:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",0,1866,1
2020-08-22,"Trough","Control","B",2,10:12:00,10:27:00,0,69,3.1,1,28.6,10:18:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",0,1871,1
2020-08-22,"Trough","Control","B",2,10:12:00,10:27:00,0,69,3.1,1,28.6,10:18:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",0,1872,1
2020-08-22,"Trough","Control","B",2,10:12:00,10:27:00,0,69,3.1,1,28.6,10:18:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",0,1873,1
2020-08-22,"Trough","Early","D",2,11:30:00,11:45:00,0,71.5,5.2,1.3,23,11:44:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",0,1921,1
2020-08-24,"Lefty","Control","A",2,09:28:00,09:43:00,0,68.2,4.9,1.4,29.8,09:35:00,"Braconidae","Braconidae.sp",NA,"Achillea_millefolium",0,1933,1
2020-08-24,"Lefty","Control","E",2,10:13:00,10:28:00,57,73.6,2,0.9,28.6,10:19:00,"Braconidae","Braconidae.sp",NA,"Bistorta_bistortoides",0,1954,1
2020-08-25,"Trough","Control","D",2,09:07:00,09:22:00,0,66.5,4.7,0.7,36.5,09:10:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",0,1974,1
2020-08-25,"Trough","Control","D",2,09:07:00,09:22:00,0,66.5,4.7,0.7,36.5,09:10:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",0,1975,1
2020-08-25,"Trough","Control","D",2,09:07:00,09:22:00,0,66.5,4.7,0.7,36.5,09:10:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",0,1976,1
2020-08-25,"Trough","Control","D",2,09:07:00,09:22:00,0,66.5,4.7,0.7,36.5,09:10:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",1,1977,1
2020-08-25,"Trough","Control","B",2,09:31:00,09:46:00,0,65.3,5.9,1.1,38.4,09:39:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",0,1995,1
2020-08-25,"Trough","Control","B",2,09:31:00,09:46:00,0,65.3,5.9,1.1,38.4,09:39:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",0,1996,1
2020-08-25,"Trough","Control","B",2,09:31:00,09:46:00,0,65.3,5.9,1.1,38.4,09:39:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",0,1997,1
2020-08-25,"Trough","Control","B",2,09:31:00,09:46:00,0,65.3,5.9,1.1,38.4,09:39:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",0,1998,1
2020-08-25,"Trough","Control","B",2,09:31:00,09:46:00,0,65.3,5.9,1.1,38.4,09:39:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",0,1999,1
2020-08-25,"Trough","Control","C",2,10:07:00,10:22:00,0,71.5,9.6,1.6,34.6,10:07:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",0,2015,1
2020-08-25,"Trough","Early","D",2,10:53:00,11:08:00,0,69.9,4.3,1.2,39.8,10:59:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",0,2036,1
2020-08-25,"Trough","Early","D",2,10:53:00,11:08:00,0,69.9,4.3,1.2,39.8,11:00:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",0,2037,1
2020-08-25,"Trough","Early","D",2,10:53:00,11:08:00,0,69.9,4.3,1.2,39.8,11:00:00,"Braconidae","Braconidae.sp",NA,"Ligusticum_tenuifolium",0,2038,1
2020-06-29,"EastKnoll","Early","B",2,12:28:00,12:43:00,10,65.8,3.1,1.7,33.5,12:38:00,"Calliphoridae","Calliphoridae.sp",NA,"Geum_rossii",0,164,1
2020-07-24,"Audubon","Early","B",2,11:03:00,11:18:00,96.67,59.2,5.7,0.9,59.5,11:16:00,"Calliphoridae","Calliphoridae.sp",NA,"Solidago_simplex",0,1213,1
2020-08-12,"Trough","Early","C",2,13:29:00,13:44:00,0,78.2,4.9,0.7,27.4,13:36:00,"Calliphoridae","Calliphoridae.sp",NA,"Ligusticum_tenuifolium",0,1558,1
2020-08-15,"Trough","Control","B",2,12:34:00,12:49:00,0,69.4,7.3,2.4,21.5,12:36:00,"Calliphoridae","Calliphoridae.sp",NA,"Ligusticum_tenuifolium",0,1642,1
2020-08-15,"Trough","Early","C",2,13:49:00,14:04:00,0,74.4,8.1,1.8,22.5,14:09:00,"Calliphoridae","Calliphoridae.sp",NA,"Ligusticum_tenuifolium",0,1691,1
2020-08-17,"Lefty","Control","D",2,10:58:00,11:13:00,0,72.4,6.5,0.9,20.3,11:12:00,"Calliphoridae","Calliphoridae.sp",NA,"Solidago_simplex",0,1719,1
2020-08-18,"Trough","Early","C",2,09:17:00,09:32:00,0,70.6,2.1,0.7,30.5,09:31:00,"Calliphoridae","Calliphoridae.sp",NA,"Ligusticum_tenuifolium",0,1746,1
2020-08-18,"Trough","Control","D",2,09:36:00,09:51:00,20,73.4,4.7,0.7,26.7,09:45:00,"Calliphoridae","Calliphoridae.sp",NA,"Ligusticum_tenuifolium",0,1756,1
2020-08-18,"Trough","Control","D",2,09:36:00,09:51:00,20,73.4,4.7,0.7,26.7,09:45:00,"Calliphoridae","Calliphoridae.sp",NA,"Ligusticum_tenuifolium",1,1757,1
2020-08-22,"Trough","Control","B",2,10:12:00,10:27:00,0,69,3.1,1,28.6,10:19:00,"Calliphoridae","Calliphoridae.sp",NA,"Ligusticum_tenuifolium",1,1876,1
2020-08-22,"Trough","Control","D",2,10:44:00,10:59:00,0,75.4,5.2,1,31.1,10:50:00,"Calliphoridae","Calliphoridae.sp",NA,"Ligusticum_tenuifolium",0,1900,1
2020-07-08,"Audubon","Control","E",2,10:19:00,10:34:00,0,64.3,14.6,4.9,24.1,10:20:00,NA,"Diptera.sp",NA,"Ranunculus_adonis",0,503,1
2020-07-08,"Audubon","Early","A",2,11:34:00,11:49:00,0,65.7,10.2,3.2,24.6,11:35:00,NA,"Diptera.sp",NA,"Potentilla_diversifolia",0,547,1
2020-07-14,"EastKnoll","Early","A",2,10:03:00,10:18:00,5.22,63.2,18.8,5.2,44.5,10:05:00,NA,"Diptera.sp",NA,"Arenaria_fendleri",0,814,1
2020-07-14,"EastKnoll","Early","A",2,10:03:00,10:18:00,5.22,63.2,18.8,5.2,44.5,10:14:00,NA,"Diptera.sp",NA,"Arenaria_fendleri",0,815,1
2020-07-17,"EastKnoll","Control","E",2,10:24:00,10:39:00,0,61.9,9,5.2,41.5,10:27:00,NA,"Diptera.sp",NA,"Arenaria_fendleri",0,924,1
2020-07-17,"EastKnoll","Control","E",2,10:24:00,10:39:00,0,61.9,9,5.2,41.5,10:37:00,NA,"Diptera.sp",NA,"Arenaria_fendleri",0,927,1
2020-07-17,"EastKnoll","Early","E",2,10:42:00,10:57:00,0,62.2,10.7,1.8,42.3,10:45:00,NA,"Diptera.sp",NA,"Arenaria_fendleri",0,928,1
2020-07-17,"EastKnoll","Early","E",2,10:42:00,10:57:00,0,62.2,10.7,1.8,42.3,10:45:00,NA,"Diptera.sp",NA,"Arenaria_fendleri",0,929,1
2020-07-17,"EastKnoll","Early","E",2,10:42:00,10:57:00,0,62.2,10.7,1.8,42.3,10:56:00,NA,"Diptera.sp",NA,"Arenaria_fendleri",0,930,1
2020-07-17,"EastKnoll","Early","C",2,10:58:00,11:13:00,0,66.3,8.9,4.2,42.1,11:00:00,NA,"Diptera.sp",NA,"Arenaria_fendleri",0,931,1
2020-07-17,"EastKnoll","Early","C",2,10:58:00,11:13:00,0,66.3,8.9,4.2,42.1,11:00:00,NA,"Diptera.sp",NA,"Arenaria_fendleri",0,932,1
2020-07-17,"EastKnoll","Early","C",2,10:58:00,11:13:00,0,66.3,8.9,4.2,42.1,11:11:00,NA,"Diptera.sp",NA,"Arenaria_fendleri",0,936,1
2020-07-17,"EastKnoll","Early","C",2,10:58:00,11:13:00,0,66.3,8.9,4.2,42.1,11:11:00,NA,"Diptera.sp",NA,"Arenaria_fendleri",0,937,1
2020-07-17,"EastKnoll","Early","A",2,11:30:00,11:45:00,0,64.2,9.4,3.1,39.8,11:33:00,NA,"Diptera.sp",NA,"Arenaria_fendleri",0,941,1
2020-07-17,"EastKnoll","Early","A",2,11:30:00,11:45:00,0,64.2,9.4,3.1,39.8,11:33:00,NA,"Diptera.sp",NA,"Arenaria_fendleri",0,942,1
2020-08-22,"Trough","Control","D",2,10:44:00,10:59:00,0,75.4,5.2,1,31.1,10:48:00,NA,"Diptera.sp",NA,"Ligusticum_tenuifolium",0,1893,1
2020-08-22,"Trough","Control","D",2,10:44:00,10:59:00,0,75.4,5.2,1,31.1,10:48:00,NA,"Diptera.sp",NA,"Ligusticum_tenuifolium",0,1894,1
2020-08-22,"Trough","Control","D",2,10:44:00,10:59:00,0,75.4,5.2,1,31.1,10:48:00,NA,"Diptera.sp",NA,"Ligusticum_tenuifolium",0,1895,1
2020-08-22,"Trough","Control","D",2,10:44:00,10:59:00,0,75.4,5.2,1,31.1,10:48:00,NA,"Diptera.sp",NA,"Ligusticum_tenuifolium",0,1896,1
2020-08-22,"Trough","Control","D",2,10:44:00,10:59:00,0,75.4,5.2,1,31.1,10:48:00,NA,"Diptera.sp",NA,"Ligusticum_tenuifolium",0,1897,1
2020-08-22,"Trough","Control","D",2,10:44:00,10:59:00,0,75.4,5.2,1,31.1,10:48:00,NA,"Diptera.sp",NA,"Ligusticum_tenuifolium",0,1898,1
2020-08-22,"Trough","Control","D",2,10:44:00,10:59:00,0,75.4,5.2,1,31.1,10:48:00,NA,"Diptera.sp",NA,"Ligusticum_tenuifolium",1,1899,1
2020-08-22,"Trough","Early","B",2,11:15:00,11:30:00,0,73,4.1,1,23.6,11:16:00,NA,"Diptera.sp",NA,"Ligusticum_tenuifolium",0,1903,1
2020-08-22,"Trough","Early","B",2,11:15:00,11:30:00,0,73,4.1,1,23.6,11:29:00,NA,"Diptera.sp",NA,"Ligusticum_tenuifolium",0,1905,1
2020-08-22,"Trough","Early","D",2,11:30:00,11:45:00,0,71.5,5.2,1.3,23,11:40:00,NA,"Diptera.sp",NA,"Ligusticum_tenuifolium",0,1911,1
2020-08-22,"Trough","Early","D",2,11:30:00,11:45:00,0,71.5,5.2,1.3,23,11:40:00,NA,"Diptera.sp",NA,"Ligusticum_tenuifolium",0,1912,1
2020-08-22,"Trough","Early","D",2,11:30:00,11:45:00,0,71.5,5.2,1.3,23,11:40:00,NA,"Diptera.sp",NA,"Ligusticum_tenuifolium",0,1913,1
2020-08-22,"Trough","Early","D",2,11:30:00,11:45:00,0,71.5,5.2,1.3,23,11:42:00,NA,"Diptera.sp",NA,"Ligusticum_tenuifolium",0,1916,1
2020-08-22,"Trough","Early","D",2,11:30:00,11:45:00,0,71.5,5.2,1.3,23,11:42:00,NA,"Diptera.sp",NA,"Ligusticum_tenuifolium",0,1917,1
2020-08-22,"Trough","Early","D",2,11:30:00,11:45:00,0,71.5,5.2,1.3,23,11:42:00,NA,"Diptera.sp",NA,"Ligusticum_tenuifolium",0,1918,1
2020-08-22,"Trough","Early","D",2,11:30:00,11:45:00,0,71.5,5.2,1.3,23,11:44:00,NA,"Diptera.sp",NA,"Ligusticum_tenuifolium",0,1919,1
2020-08-22,"Trough","Early","E",2,12:00:00,12:15:00,0,72.6,8.1,1.8,38.2,12:09:00,NA,"Diptera.sp",NA,"Ligusticum_tenuifolium",0,1927,1
2020-08-22,"Trough","Early","E",2,12:00:00,12:15:00,0,72.6,8.1,1.8,38.2,12:09:00,NA,"Diptera.sp",NA,"Ligusticum_tenuifolium",0,1928,1
2020-08-22,"Trough","Early","E",2,12:00:00,12:15:00,0,72.6,8.1,1.8,38.2,12:09:00,NA,"Diptera.sp",NA,"Ligusticum_tenuifolium",0,1929,1
2020-08-25,"Trough","Control","C",2,10:07:00,10:22:00,0,71.5,9.6,1.6,34.6,10:18:00,NA,"Diptera.sp",NA,"Ligusticum_tenuifolium",0,2019,1
